ACO,ADCORDESC,ADMATDESC,ATUALIZADO,BEIRASOLA,BLOQ_246F,CAPASALTO,CAP_PRODUT,CARIMBO,CAVIDADE,CENTRIFUGA,CFACE1,CFACE2,CFOP,CLASFISC,CLIENTE,CODCOR,CODFISC,CODIFISC,CODIGO,CODI_ROY,COLECAO,COMBINAC,COMB_COR,COMISSAO,COMIS_ROY,CONSTRUC,COR01,COR02,COR03,COR04,COR05,COR06,COR07,CORPALM,CORRUGADO,CORR_CHAVE,COR_AD_01,COR_AD_02,COR_ECO,CUSTOS,CUST_ADIC,CUST_TAREF,C_ELASTICO,C_VIES,DESCDAFITI,DESCFAT,DIGITACAO,DISPONIVEL,DTA_DESENV,DT_ULT_FAT,EAN13,ESTOQUE,FABRICA,FINAL,FORMA,FORRO,FOTOGRAFIA,GRADE,GRADELIVRE,GRD_TALAO,HORA,HORA_ATU,INTERNET,ITEM_BRIO,LARGURA,LINHA,MARCADO,MARCAR,MARCPALM,MATER_CXA,MATESTOQUE,MATRIZ,MAT_ECO,MERCADO,MFACE1,MFACE2,MODELOCOML,NAVALHA,NET,NMEDIOGRAD,NOME,NOMECOR,NOME_ROY,NSUBCAT,NUMCOR,OBS,OBS_FOTO,OPERADOR,PALMILHA,PERC_AGREG,PESO,PRECO,PRECO2,PRECO3,PRECO_FAB,PROCES_TXT,PROCES_VAL,PROD_TXT,PROD_VAL,QTDEVOL,QTDE_TALAO,REFCOSTPOL,REFCOSTRED,REFER,REFERCLIE,REFILAR,REFPALMA,REFTOTAL,RISCO,ROYALTIE,SALTO,SEGMENTO,SEGUIR,SEL01,SEL02,SEL03,SEL04,SEL05,SEL06,SEL07,SEL08,SEL09,SEL10,SEL11,SEL12,SEL13,SEL14,SEL15,SEL16,SEL17,SEL18,SEL19,SEL20,SEM_AGREG,SEQUENCIA,SETORPALM,SITUACAO,SOLA,SPEED_CLAS,SPEED_CODI,SUBCAT,TAB_CAPA,TIPO16,TIPOCARIMB,TIPOPALM,TIPOPROD,TIRAPOLIND,TORNO,UNID_TALAO
0,False,False,2026-03-19,,False,0,0,,0,0,,,5124,D0,000377,,01,,56,,,,0025,0.0,0.0,,,,,,,,,PRETO,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA L.A12804 298 DUB TECIDO BRANCO - AREZZO PRETO,2026-03-19,0.0,,,,0.0,,0.0,,,\Fotos\12804 BCO.JPEG,MI,False,0,08:49,08:55,,,,,False,,AREZZO,,,298,,0,,,,12804,False,0,PALM 298 L.12804 BRANCO AREZZO PTO,,,0,1,TAMPOGRAFIA AREZZO PRETO,,GISELE,,0.0,0.0,2.16,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,00327502320,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5101,D0,000368,,01,,11,,,,0003,0.0,0.0,,,,,,,,,NO EVA,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF. EM EVA REF RSV 292 RESERVA - VERMELHO 37 ao 44,2026-03-03,0.0,,,,0.0,,0.0,,,\Fotos\WHATSAPP IMAGE 2026-03-05 AT 15.09.30.JPEG,MI,False,0,16:19,16:33,,,,,False,,RESERVA,,,292,,0,,,,RSV292,False,0,PALM CONF RESERVA VERMELHO 41 AO 44,,,0,1,,,GISELE,,0.0,0.0,7.23,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,852,0.0,False,False,,0,,,,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-18,,False,0,0,,0,0,,,5101,D0,000370,,01,,12,,,,0004,0.0,0.0,,,,,,,,,DOURADO,0,,,,,,0.0,0.0,False,False,,PALM EVA BRANCO C/CUNHO 9X5(K37776)+TEC CACH. PRETO +SILK RESERVA-DOURADO,2026-03-04,0.0,,,,0.0,,0.0,,,\Fotos\WHATSAPP IMAGE 2026-03-04 AT 08.23.06 (1).JPEG,MI,False,0,14:40,17:43,,,,,False,,RESERVA,,,CUNHO 9X5,,0,,,,K37776,False,0,PALM 9X5 K37776 RESERVA DOURADO,,,0,1,TAMPOGRAFIA RESERVA DOURADO,,GISELE,,0.0,0.0,2.47,0.0,0.0,0.0,0-Não Definido,1,3-PALM CUN,4,0,0,False,False,,837,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,003-CUNHO,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5101,D0,000371,,01,,13,,,,0005,0.0,0.0,,,,,,,,,,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA REF298 EVA BRANCO DUB TEC. CACH. SEM SPONLANCE D33 BRANCO 102,2026-03-05,0.0,,,,0.0,,0.0,,,\Fotos\BRANCO.JPEG,MI,False,0,14:33,08:25,,,,,False,,SEM MARCA,,,298,,0,,,,237.000,False,0,PALM CONF 298 BRANCO,,,0,1,,,GISELE,,0.0,0.0,3.98,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,96033,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-09,,,,,,,,,,5101,D0,000371,,01,,14,,,,0006,,,,,,,,,,,,,,,,,,,,,,,PALMILHA EVA REF298 EVA PRETO DUB TEC. CACH. SEM SPONLANCE D33 PRETO 102,2026-03-05,,,,,,,,,,\Fotos\PRETO.JPEG,MI,,,14:42,08:25,,,,,,,SEM MARCA,,,298,,,,,,237.000,,,PALM 298 PRETO,,,,1,,,GISELE,,,,3.98,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,96034,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
0,False,False,2026-03-09,,False,0,0,,0,0,,,6101,D0,000370,,01,,15,,,,0004,0.0,0.0,,,,,,,,,DOURADO,0,,,,,,0.0,0.0,False,False,,PALM EVA BRANCO C/CUNHO 9X5(HFB0703)+TEC CACH. PRETO +SILK RESERVA-DOURADO,2026-03-05,0.0,,,,0.0,,0.0,,,\Fotos\HFB0703.JPEG,MI,False,0,14:57,08:25,,,,,False,,RESERVA,,,CUNHO 9X5,,0,,,,HFB0703,False,0,PALM 9X5 HFB0703 RESERVA DOURADO,,,0,1,TAMPOGRAFIA RESERVA DOURADO,,GISELE,,0.0,0.0,2.47,0.0,0.0,0.0,0-Não Definido,1,3-PALM CUN,4,0,0,False,False,,9497,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,003-CUNHO,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5101,D0,000372,,01,,16,,,,0008,0.0,0.0,,,,,,,,,PRETO,0,,,,,,0.0,0.0,False,False,,PALM CONF. 298 EVA BRANCO DUB TECIDO NATURAL SERIG. FREE DEZ PRETO,2026-03-05,0.0,,,,0.0,,0.0,,,\Fotos\01.JPEG,MI,False,0,15:07,10:05,,,,,False,,FREE DEZ,,,298,,0,,,,SAO FRANC. 1,False,0,PALM 298 NATURAL FREE DEZ PRETO,,,0,1,SERIGRAFIA FREE DEZ PRETO,,GISELE,,0.0,0.0,3.15,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5101,D0,000375,,01,,24,,,,0005,0.0,0.0,,,,,,,,,,0,,,,,,0.0,0.0,False,False,,PALM CONFORMADA 298 DUB TECIDO BRANCO - SEM RECORTE,2026-03-06,0.0,,,,0.0,,0.0,,,\Fotos\L DE MOURA BCO.JPEG,IN,False,0,09:24,08:26,,,,,False,,SEM MARCA,,,298,,0,,,,SEM RECORTE,False,0,PALM CONF 298 BRANCO,,,0,1,,,GISELE,,0.0,0.0,3.2,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-10,,False,0,0,,0,0,,,5101,D0,000376,,01,,25,,,,0005,0.0,0.0,,,,,,,,,,0,,,,,,0.0,0.0,False,False,,CUNHO DE EVA BRANCO VC053,2026-03-06,0.0,,,,0.0,,0.0,,,\Fotos\VC053.JPEG,ZZ,False,0,09:38,09:46,,,,,False,,SEM MARCA,,,VC053,,0,,,,VC053,False,0,CUNHO DE EVA BRANCO VC053,,,0,1,,,GISELE,,0.0,0.0,4.31,0.0,0.0,0.0,0-Não Definido,1,3-PALM CUN,4,0,0,False,False,,0191854.00000,0.0,False,False,,0,,,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,,003-CUNHO,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-09,,,,,,,,,,5124,D0,000377,,01,,27,,,,0011,,,,,,,,,,,MARROM,,,,,,,,,,,,PALMILHA EVA EM CUNHO 8X4 PLANA L.30786 AREIA 380 - ANACAPRI MARROM,2026-03-06,,,,,,,,,,\Fotos\AREIA 8X4.JPEG,MI,,,13:08,10:14,,,,,,,ANACAPRI,,,CUNHO 8X4,,,,,,30786,,,PAL CUNHO 8X4 L.30786 AREIA,,,,1,TAMPOGRAFIA ANACAPRI MARROM,,GISELE,,,,1.7,,,,,1,2-PALM CON,3,,,,,,00535202629,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
0,False,False,2026-03-11,,False,0,0,,0,0,,,5124,D0,000377,,01,,28,,,,0001,0.0,0.0,,,,,,,,,PRETO,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA L.A12804 298 DUB TECIDO CREMA WHITE - AREZZO PRETO,2026-03-06,0.0,,,,0.0,,0.0,,,\Fotos\12804.JPEG,MI,False,0,13:20,17:40,,,,,False,,AREZZO,,,298,,0,,,,12804,False,0,PALM 298 L.12804 CREMA WHITE AREZZO PTO,,,0,1,TAMPOGRAFIA AREZZO PRETO,,GISELE,,0.0,0.0,2.16,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,00327502320,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000377,,01,,29,,,,0012,0.0,0.0,,,,,,,,,MARROM,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA 5MM BRANCO L.30000 DUB COM TECIDO NATURAL-ANACAPRI MARROM,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\NAT PLANA.JPEG,MI,False,0,08:59,09:56,,,,,False,,ANACAPRI,,,PLANA,,0,,,,ANACAPRI,False,0,PALM PLANA L.30000 NATURAL,,,0,1,TAMPOGRAFIA ANACAPRI MARROM,,GISELE,,0.0,0.0,1.73,0.0,0.0,0.0,,1,1-PALM PLA,2,0,0,False,False,,00439900022,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,002-PLANA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-10,,False,0,0,,0,0,,,5124,D0,000377,,01,,40,,,,0011,0.0,0.0,,,,,,,,,MARROM,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA EM CUNHO 8X4 PLANA L.30719 AREIA 380 - ANACAPRI MARROM,2026-03-10,0.0,,,,0.0,,0.0,,,\Fotos\30719.JPEG,MI,False,0,10:14,10:25,,,,,False,,ANACAPRI,,,CUNHO 8X4,,0,,,,30787,False,0,PAL CUNHO 8X4 L.30719 AREIA,,,0,1,TAMPOGRAFIA ANACAPRI MARROM,,GISELE,,0.0,0.0,1.7,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,00535202629,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000377,,01,,30,,,,0013,0.0,0.0,,,,,,,,,MARROM,0,,,,,,0.0,0.0,False,False,,PALMILHA EVA 5MM BRANCO L.30725 DUB TECIDO FERRARI43 - ANACAPRI MARROM,2026-03-09,0.0,,,,0.0,,0.0,,,,MI,False,0,09:40,10:14,,,,,False,,ANACAPRI,,,PLANA,,0,,,,30277,False,0,PALM PLANA L.30725 FERRARI43,,,0,1,TAMPOGRAFIA ANACAPRI MARROM,,GISELE,,0.0,0.0,1.73,0.0,0.0,0.0,,1,1-PALM PLA,2,0,0,False,False,,00439900022,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,002-PLANA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000377,,01,,31,,,,0014,0.0,0.0,,,,,,,,,MARROM,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF 297 EVA BRANCO L.30726 DUB TECIDO NETUNO BRANCO - ANACAPRI MARROM,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\297 BCO NETUNO.JPEG,MI,False,0,10:06,10:26,,,,,False,,ANACAPRI,,,297,,0,,,,30398,False,0,PALM 297 L.30726 NETUNO BRANCO,,,0,1,TAMPOGRAFIA ANACAPRI MARROM,,GISELE,,0.0,0.0,2.48,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,005305000005,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-10,,False,0,0,,0,0,,,5101,D0,000380,,01,,39,,,,0006,0.0,0.0,,,,,,,,,,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF. EM EVA BRANCO REF 293 DUB. COM PRETO SEM CARIMBO,2026-03-10,0.0,,,,0.0,,0.0,,,\Fotos\PRETO (2).JPEG,MI,False,0,09:42,09:46,,,,,False,,SEM MARCA,,,293,,0,,,,293,False,0,293 PRETO,,,0,1,,,GISELE,,0.0,0.0,2.7,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-16,,,,,,,,,,5101,D0,000368,,01,,49,,,,0025,,,,,,,,,,,PRETO,,,,,,,,,,,,PALM CONF 286 EVA BRANCO TECIDO CACH.BRANCO + SILK SCHUTZ SNEAKERS PRETO,2026-03-16,,,,,,,,,,,MI,,,10:21,11:08,,,,,,,SCHUTZ SNEAKERS,,,286,,,,,,19043,,,PALM 286 BRANCO SCHUTZ SNEAKERS PRETO,,,,1,TAMPOGRAFIA SCHUTZ SNEAKERS PRETO,,GISELE,,,,3.21,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,1655,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
,,,2026-03-16,,,,,,,,,,5101,D0,000385,,01,,50,,,,0026,,,,,,,,,,,OURO,,,,,,,,,,,,PALM EVA CONF EVA BRANCO REF298 LINHA 103000 NATURAL - SENTIERO OURO,2026-03-16,,,,,,,,,,,MI,,,10:42,11:08,,,,,,,SENTIERO,,,298,,,,,,27000,,,298 NATURAL - SENTIERO OURO,,,,1,SERIGRAFIA SENTIERO OURO,,GISELE,,,,3.5,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,0010008.00331,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
0,False,False,2026-03-16,,False,0,0,,0,0,,,5124,D0,000377,,01,,52,,,,0027,0.0,0.0,,,,,,,,,GRAFITTE,0,,,,,,0.0,0.0,False,False,,PALM CONFORMADA EVA BRANCO 296 L.C300000058 DUB TEC PRETO - ANACAPRI VEGANO GRAFITTE,2026-03-16,0.0,,,,0.0,,0.0,,,\Fotos\VEG PTO.JPEG,MI,False,0,11:09,11:19,,,,,False,,ANACAPRI 100%VEGANO,,,296,,0,,,,ANACAPRI,False,0,296 PRETO/ ANACAPRI VEGANO GRAFITTE,,,0,1,TAMPOGRAFIA ANACAPRI 100%VEGANO GRAFITTE,,GISELE,,0.0,0.0,2.16,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,00191200001,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-09,,,,,,,,,,5124,D0,000379,,01,,32,,,,0015,,,,,,,,,,,OURO,,,,,,,,,,,,PALMILHA CONF EM EVA BRANCO 258 DUB SINT BEGE + LUZ DA LUA OURO,2026-03-09,,,,,,,,,,\Fotos\BEGE.JPEG,MI,,,16:44,17:24,,,,,,,LUZ DA LUA,,,258,,,,,,1000,,,PALM CONF 258 BEGE + LUZ DA LUA OURO,,,,1,CARIMBO LUZ DA LUA OURO,,GISELE,,,,2.52,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,00108301268,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000379,,01,,33,,,,0016,0.0,0.0,,,,,,,,,OURO,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF EM EVA BRANCO 258 DUB SINT BRANCO + LUZ DA LUA OURO,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\BCO.JPEG,MI,False,0,17:01,17:24,,,,,False,,LUZ DA LUA,,,258,,0,,,,1000,False,0,PALM CONF 258 BRANCO + LUZ DA LUA OURO,,,0,1,CARIMBO LUZ DA LUA OURO,,GISELE,,0.0,0.0,2.52,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,00108301286,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000379,,01,,34,,,,0017,0.0,0.0,,,,,,,,,OURO,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF EM EVA PRETO 258 DUB SINT PRETO + LUZ DA LUA OURO,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\PRETO.JPEG,MI,False,0,17:09,17:24,,,,,False,,LUZ DA LUA,,,258,,0,,,,1000,False,0,PALM CONF 258 PRETO + LUZ DA LUA OURO,,,0,1,CARIMBO LUZ DA LUA OURO,,GISELE,,0.0,0.0,2.52,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,00108301301,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000379,,01,,35,,,,0018,0.0,0.0,,,,,,,,,OURO,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF EM EVA BRANCO 258 DUB SINT MOCCA + LUZ DA LUA OURO,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\MOCCA.JPEG,MI,False,0,17:31,17:38,,,,,False,,LUZ DA LUA,,,258,,0,,,,1000,False,0,PALM CONF 258 MOCCA + LUZ DA LUA OURO,,,0,1,CARIMBO LUZ DA LUA OURO,,GISELE,,0.0,0.0,2.52,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,0010830135534,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-09,,False,0,0,,0,0,,,5124,D0,000379,,01,,36,,,,0019,0.0,0.0,,,,,,,,,OURO,0,,,,,,0.0,0.0,False,False,,PALMILHA CONF EM EVA BRANCO 258 DUB SINT PANNA + LUZ DA LUA OURO,2026-03-09,0.0,,,,0.0,,0.0,,,\Fotos\PANNA.JPEG,MI,False,0,17:35,17:38,,,,,False,,LUZ DA LUA,,,258,,0,,,,1000,False,0,PALM CONF 258 PANNA + LUZ DA LUA OURO,,,0,1,CARIMBO LUZ DA LUA OURO,,GISELE,,0.0,0.0,2.52,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,00108301807,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-10,,,,,,,,,,5101,D0,000379,,01,,37,,,,0005,,,,,,,,,,,,,,,,,,,,,,,PALMILHA CONF EM EVA BRANCO 42000 SEM DUBLAGEM,2026-03-09,,,,,,,,,,\Fotos\42000.JPEG,MI,,,17:38,07:59,,,,,,,SEM MARCA,,,42000,,,,,,SEM RECORTE,,,42000 BRANCO,,,,1,EM PLACAS,,GISELE,,,,2.58,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,00119800162,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
0,False,False,2026-03-12,,False,0,0,,0,0,,,5124,D0,000377,,01,,41,,,,0012,0.0,0.0,,,,,,,,,MARROM,0,,,,,,0.0,0.0,False,False,,PALM CONFORMADA EVA BRANCO 296 L.C300000058 DUB TEC NATURAL - ANACAPRI VEGANO MARROM,2026-03-10,0.0,,,,0.0,,0.0,,,\Fotos\VEGANO NAT.JPEG,MI,False,0,10:51,10:17,,,,,False,,ANACAPRI 100%VEGANO,,,296,,0,,,,ANACAPRI,False,0,296 NATURAL / ANACAPRI VEGANO MARROM,,,0,1,TAMPOGRAFIA ANACAPRI 100%VEGANO,,GISELE,,0.0,0.0,2.16,0.0,0.0,0.0,,1,2-PALM CON,3,0,0,False,False,,00191200022,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-16,,False,0,0,,0,0,,,5101,D0,000383,,01,,48,,,,0005,0.0,0.0,,,,,,,,,,0,,,,,,0.0,0.0,False,False,,PALM EVA BRANCO CONF REF297 C/RECORTE MJ-5600 S/FORRAÇÃO,2026-03-16,0.0,,,,0.0,,0.0,,,,MI,False,0,10:04,11:28,,,,,False,,SEM MARCA,,,297,,0,,,,MJ-5600,False,0,EVA BRANCO 297 S/FORRAÇÃO,,,0,1,,,GISELE,,0.0,0.0,3.02,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,1932765,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-16,,False,0,0,,0,0,,,5101,D0,000385,,01,,51,,,,0026,0.0,0.0,,,,,,,,,OURO,0,,,,,,0.0,0.0,False,False,,PALM EVA CONF EVA BRANCO REF298 LINHA 56000 NATURAL - SENTIERO OURO,2026-03-16,0.0,,,,0.0,,0.0,,,,MI,False,0,10:52,11:07,,,,,False,,SENTIERO,,,298,,0,,,,27000,False,0,298 NATURAL - SENTIERO OURO,,,0,1,,,GISELE,,0.0,0.0,3.5,0.0,0.0,0.0,3-TERMO CONFORMADA,4,2-PALM CON,3,0,0,False,False,,0010007.00331,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,,001-CONFORMADA,False,,0,,,,0,,0,,False,0.0,0
0,False,False,2026-03-16,,False,0,0,,0,0,,,5124,D0,000384,,01,,54,,,,0024,0.0,0.0,,,,,,,,,BRANCO,0,,,,,,0.0,0.0,False,False,,PALM PLANA EVA 3MM + TECIDO PRETO REF7725,2026-03-16,0.0,,,,0.0,,0.0,,,,C2,False,0,15:32,15:37,,,,,False,,CAPEZIO,,,PLANA,,0,,,,7725,False,0,PALM PLANA EVA 3MM + TECIDO PRETO REF7725,,,0,1,SERIG. CAPEZIO BRANCO,,GISELE,,0.0,0.0,1.32,0.0,0.0,0.0,4-PLANA,5,1-PALM PLA,2,0,0,False,False,,7725,0.0,False,False,,0,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,0,,002-PLANA,False,,0,,,,0,,0,,False,0.0,0
,,,2026-03-16,,,,,,,,,,5124,D0,000383,,91,,42,,,,0021,,,,,,,,,,,PRETO,,,,,,,,,,,,PALM. EVA BCO PRE-CONF. REF:BIRRA NOVA - NAV. MJ-9500 C/SARJA 200 203G BCO C/TRAN.MARY JANE,2026-03-16,,,,,,,,,,,MI,,,08:24,08:44,,,,,,,TRANS. MARY JANE,,,BIRRA NOVA,,,,,,MJ-9500,,,PALM BIRRA NOVA SARJA BCO TRANSFER MARY JANE PRETO,,,,1,TRANSFER MARY JANE PRETO,,GISELE,,,,3.17,,,,,1,2-PALM CON,3,,,,,,1924305,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
,,,2026-03-16,,,,,,,,,,5124,D0,000383,,91,,43,,,,0022,,,,,,,,,,,BRANCO,,,,,,,,,,,,PALM. EVA PTO PRE-CONF. REF:BIRRA NOVA - NAV. MJ-9500 C/SARJA 200 203G PTO C/TRAN.MARY JANE,2026-03-16,,,,,,,,,,,MI,,,08:36,08:44,,,,,,,TRANS. MARY JANE,,,BIRRA NOVA,,,,,,MJ-9500,,,PALM EVA REF BIRRA NOVA PRETO NAV MJ-9500,,,,1,TRANSFER MARY JANE BRANCO,,GISELE,,,,3.17,,,,,1,2-PALM CON,3,,,,,,1924306,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
,,,2026-03-18,,,,,,,,,,5124,D0,000384,,91,,44,,,,0023,,,,,,,,,,,OURO,,,,,,,,,,,,PAL. CONF. EM EVA REF 298 CAMURÇA BRANCO/GLOSS L.K960 - CAPEZIO OURO,2026-03-16,,,,,,,,,,\Fotos\298.JPEG,CA,,,09:22,07:54,,,,,,,CAPEZIO,,,298,,,,,,K960,,,298 GLOSS CAPEZIO OURO,,,,1,SERIG. CAPEZIO OURO,,GISELE,,,,3.62,,,,3-TERMO CONFORMADA,4,2-PALM CON,3,,,,,,7953,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,,,False,,,001-CONFORMADA,,,,,,,,,,,,,
