AGRUPADO,ATUALIZADO,BLOQ_2469,CANCELADO,CODIGO,DE_ATE,DE_ESTOQUE,DTULTSETOR,EMPROD,EXPEDICAO,FATURADO,GRADE,HORA_ATU,IMPRESSO,IMP_ETIQ,ITEM,ITEMNF,LOTE,MATERIAL,MI,NFISCAL,NOME,NUMEROS,PEDIDO,PRODUCAO,QTDE_ETIQ,QUEBORIGEM,REFERENCIA,REMESSA,SERIE,SETORESTOQ,TOTAL,ULTSETOR
False,2026-03-17,False,False,00004408,008-008,False,,,,,,09:04,True,,001,,000001,,N,,,00000000000000000000000000000006000000000000000000000000000000006,000015,,,,,000042,,,6,
False,2026-03-17,False,False,00004501,001-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000050000000000000000000000000000000000000000000000000000000050,000016,,,,,000043,,,50,
False,2026-03-17,False,False,00004502,002-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000000005900000000000000000000000000000000000000000000000000059,000016,,,,,000043,,,59,
False,2026-03-17,False,False,00004503,003-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000000000001090000000000000000000000000000000000000000000000109,000016,,,,,000043,,,109,
False,2026-03-17,False,False,00004504,004-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000000000000000109000000000000000000000000000000000000000000109,000016,,,,,000043,,,109,
False,2026-03-17,False,False,00004505,005-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000000000000000000005900000000000000000000000000000000000000059,000016,,,,,000043,,,59,
False,2026-03-17,False,False,00004506,006-006,False,,,,,,09:05,True,,001,,000001,,N,,,00000000000000000000000000500000000000000000000000000000000000050,000016,,,,,000043,,,50,
False,2026-03-17,False,False,00004601,001-001,False,,,,,,09:05,True,,001,,000001,,S,,,00000000000200080012000800040002000000000000000000000000000000036,000018,,,,,000044,,,36,
False,2026-03-17,False,False,00004701,001-001,False,,,,,,09:31,True,,001,,000001,,S,,,00000010000000000000000000000000000000000000000000000000000000010,00001A,,,,,000045,,,10,
False,2026-03-17,False,False,00004801,001-001,False,,,,,,09:31,True,,001,,000001,,S,,,00000000000200020002000400000000000000000000000000000000000000010,00002A,,,,,000046,,,10,
False,2026-03-13,False,False,00002205,005-006,False,,,,,,14:55,True,,001,,000001,,N,,,00000000000000000000000000000000000000000030000000000000000000030,000012,,,,,000023,,,30,
False,2026-03-13,False,False,00002206,006-006,False,,,,,,14:55,True,,001,,000001,,N,,,00000000000000000000000000000000000000000000001500000000000000015,000012,,,,,000023,,,15,
False,2026-03-13,False,False,00002301,001-001,False,,,,,,14:55,True,,002,,000001,,S,,,00000000000000000000001500150000001500150015001500000000000000090,000012,,,,,000024,,,90,
False,2026-03-17,False,False,00002401,001-001,False,,True,,,,11:19,True,,001,,000001,,S,,,00000000000000000000002000200000001000100020001000000000000000090,000013,,,,,000025,,,90,
